document_id,split,domain,source,source_id,doi,url,title,published,final_label,redistribution_status,timestamp_validity,confirmatory_status
EXT143,calibration,Computing education,arXiv,2608.16896,10.48550/arXiv.2608.16896,https://arxiv.org/abs/2608.16896,What If AI Carried Her Imagination? Black Girls as Creators in an AI Storytelling Weekend Program,2026-07-07,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT144,test,Computing education,arXiv,2407.09231,10.48550/arXiv.2407.09231,https://arxiv.org/abs/2407.09231,"Prompts First, Finally",2024-07-12,Conceptual,identifier_title_label_only,not_published_here,included
EXT145,test,Computing education,arXiv,2203.16718,10.48550/arXiv.2203.16718,https://arxiv.org/abs/2203.16718,A Large-Scale Comparison of Python Code in Jupyter Notebooks and Scripts,2022-03-30,Experimental,identifier_title_label_only,not_published_here,included
EXT146,test,Computing education,arXiv,1903.01190,10.48550/arXiv.1903.01190,https://arxiv.org/abs/1903.01190,"Female Students in Computer Science Education: Understanding Stereotypes, Negative Impacts, and Positive Motivation",2019-03-04,Conceptual,identifier_title_label_only,not_published_here,included
EXT147,calibration,Computing education,arXiv,2608.06753,10.48550/arXiv.2608.06753,https://arxiv.org/abs/2608.06753,Implementation of Split Deadlines in a Large CS1 Course,2026-08-07,Experimental,excluded_from_confirmatory_analysis,recorded_retrieval_preceded_publication,excluded
EXT148,calibration,Computing education,arXiv,2602.04846,10.48550/arXiv.2602.04846,https://arxiv.org/abs/2602.04846,CSLib: The Lean Computer Science Library,2026-02-04,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT149,test,Computing education,arXiv,2105.05519,10.48550/arXiv.2105.05519,https://arxiv.org/abs/2105.05519,Guiding Next-Step Hint Generation Using Automated Tests,2021-05-12,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT150,test,Computing education,arXiv,2010.04671,10.48550/arXiv.2010.04671,https://arxiv.org/abs/2010.04671,Nifty Web Apps: Build a Web App for Any Text-Based Programming Assignment,2020-10-09,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT151,test,Computing education,arXiv,2010.01700,10.48550/arXiv.2010.01700,https://arxiv.org/abs/2010.01700,Mossad: Defeating Software Plagiarism Detection,2020-10-04,Experimental,identifier_title_label_only,not_published_here,included
EXT152,test,Computing education,arXiv,2604.06898,10.48550/arXiv.2604.06898,https://arxiv.org/abs/2604.06898,"Are LLMs Ready for Computer Science Education? A Cross-Domain, Cross-Lingual and Cognitive-Level Evaluation Using Professional Certification Exams",2026-04-08,Conceptual,identifier_title_label_only,not_published_here,included
EXT153,calibration,Computing education,arXiv,2312.12620,10.48550/arXiv.2312.12620,https://arxiv.org/abs/2312.12620,"""It Can Relate to Real Lives"": Attitudes and Expectations in Justice-Centered Data Structures & Algorithms for Non-Majors",2023-12-19,Experimental,identifier_title_label_only,not_published_here,included
EXT154,test,Computing education,arXiv,2407.12145,10.48550/arXiv.2407.12145,https://arxiv.org/abs/2407.12145,Adoption and Impact of ChatGPT in Computer Science Education: A Case Study on a Database Administration Course,2024-05-26,Experimental,identifier_title_label_only,not_published_here,included
EXT155,calibration,Computing education,arXiv,2410.01010,10.48550/arXiv.2410.01010,https://arxiv.org/abs/2410.01010,Code Interviews: Design and Evaluation of a More Authentic Assessment for Introductory Programming Assignments,2024-10-01,Case Study,identifier_title_label_only,not_published_here,included
EXT156,calibration,Computing education,arXiv,2407.07762,10.48550/arXiv.2407.07762,https://arxiv.org/abs/2407.07762,Learning and Motivational Impact of Game-Based Learning: Comparing Face-to-Face and Online Formats on Computer Science Education,2024-07-10,Experimental,identifier_title_label_only,not_published_here,included
EXT157,test,Computing education,arXiv,2401.03144,10.48550/arXiv.2401.03144,https://arxiv.org/abs/2401.03144,Integrating Personalized Parsons Problems with Multi-Level Textual Explanations to Scaffold Code Writing,2024-01-06,Conceptual,identifier_title_label_only,not_published_here,included
EXT158,test,Computing education,arXiv,2208.12981,10.48550/arXiv.2208.12981,https://arxiv.org/abs/2208.12981,"CodeToon: Story Ideation, Auto Comic Generation, and Structure Mapping for Code-Driven Storytelling",2022-08-27,Experimental,identifier_title_label_only,not_published_here,included
EXT159,calibration,Computing education,arXiv,2506.11326,10.48550/arXiv.2506.11326,https://arxiv.org/abs/2506.11326,Combining Log Data and Collaborative Dialogue Features to Predict Project Quality in Middle School AI Education,2025-06-12,Experimental,identifier_title_label_only,not_published_here,included
EXT160,test,Computing education,arXiv,2407.18325,10.48550/arXiv.2407.18325,https://arxiv.org/abs/2407.18325,FemQuest -- An Interactive Multiplayer Game to Engage Girls in Programming,2024-07-04,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT161,test,Computing education,arXiv,2608.22630,10.48550/arXiv.2608.22630,https://arxiv.org/abs/2608.22630,VeGo: Direct Deductive Formal Verification of Go Programs for Computer Science Education,2026-08-23,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT162,calibration,Computing education,arXiv,2102.03995,10.48550/arXiv.2102.03995,https://arxiv.org/abs/2102.03995,Academic Source Code Plagiarism Detection by Measuring Program Behavioural Similarity,2021-02-08,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT163,test,Computing education,arXiv,2606.00200,10.48550/arXiv.2606.00200,https://arxiv.org/abs/2606.00200,Student Competency Assessment and Presentation Methods Based on Algorithm Courses,2026-05-29,Experimental,identifier_title_label_only,not_published_here,included
EXT164,test,Computing education,arXiv,2508.05286,10.48550/arXiv.2508.05286,https://arxiv.org/abs/2508.05286,"Everything You Need to Know About CS Education: Open Results from a Survey of More Than 18,000 Participants",2025-08-07,Review,identifier_title_label_only,not_published_here,included
EXT165,calibration,Computing education,arXiv,2508.14114,10.48550/arXiv.2508.14114,https://arxiv.org/abs/2508.14114,Ambiguity Resolution with Human Feedback for Code Writing Tasks,2025-08-18,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT166,test,Computing education,arXiv,2304.03938,10.48550/arXiv.2304.03938,https://arxiv.org/abs/2304.03938,Comparing Code Explanations Created by Students and Large Language Models,2023-04-08,Experimental,identifier_title_label_only,not_published_here,included
EXT167,calibration,Computing education,arXiv,2607.05409,10.48550/arXiv.2607.05409,https://arxiv.org/abs/2607.05409,Automated Recommendation of Programming Learning Content Using Pattern-based Knowledge Components,2026-06-09,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT168,test,Computing education,arXiv,2404.07241,10.48550/arXiv.2404.07241,https://arxiv.org/abs/2404.07241,Introducing Quantum Information and Computation to a Broader Audience with MOOCs at OpenHPI,2024-04-09,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT169,test,Computing education,arXiv,2311.14679,10.48550/arXiv.2311.14679,https://arxiv.org/abs/2311.14679,"""Medium-n studies"" in computing education conferences",2023-11-01,Case Study,identifier_title_label_only,not_published_here,included
EXT170,calibration,Computing education,arXiv,2604.06418,10.48550/arXiv.2604.06418,https://arxiv.org/abs/2604.06418,"Trust in AI among Middle Eastern CS Students: Investigating Students' Trust and Usage Patterns Across Saudi Arabia, Kuwait and Jordan",2026-04-07,Experimental,identifier_title_label_only,not_published_here,included
EXT171,test,Computing education,arXiv,2404.11918,10.48550/arXiv.2404.11918,https://arxiv.org/abs/2404.11918,"TeachNow: Enabling Teachers to Provide Spontaneous, Realtime 1:1 Help in Massive Online Courses",2024-04-18,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT172,test,Computing education,arXiv,2411.07705,10.48550/arXiv.2411.07705,https://arxiv.org/abs/2411.07705,dpvis: A Visual and Interactive Learning Tool for Dynamic Programming,2024-11-12,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT173,calibration,Computing education,arXiv,2505.20329,10.48550/arXiv.2505.20329,https://arxiv.org/abs/2505.20329,Generative AI in Computer Science Education: Accelerating Python Learning with ChatGPT,2025-05-24,Experimental,identifier_title_label_only,not_published_here,included
EXT174,test,Computing education,arXiv,2102.05729,10.48550/arXiv.2102.05729,https://arxiv.org/abs/2102.05729,SQLRepair: Identifying and Repairing Mistakes in Student-Authored SQL Queries,2021-02-10,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT175,calibration,Computing education,arXiv,2604.24995,10.48550/arXiv.2604.24995,https://arxiv.org/abs/2604.24995,Bridging the Quantum Divide: A Learning-Centric Quantum Hackathon for Underrepresented Students (Extended Version),2026-04-27,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT176,test,Computing education,arXiv,2105.06388,10.48550/arXiv.2105.06388,https://arxiv.org/abs/2105.06388,Online Hackathons as an Engaging Tool to Promote Group Work in Emergency Remote Learning,2021-04-24,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT177,test,Computing education,arXiv,2507.23470,10.48550/arXiv.2507.23470,https://arxiv.org/abs/2507.23470,Automated Feedback on Student-Generated UML and ER Diagrams Using Large Language Models,2025-07-31,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT178,test,Computing education,arXiv,2606.15919,10.48550/arXiv.2606.15919,https://arxiv.org/abs/2606.15919,Are LLM-based Chatbots Good Enough to Support Computer Science Students in Multiple-Choice Exercises?,2026-06-14,Experimental,identifier_title_label_only,not_published_here,included
EXT179,test,Computing education,arXiv,2508.09281,10.48550/arXiv.2508.09281,https://arxiv.org/abs/2508.09281,Pattern-based Knowledge Component Extraction from Student Code Using Representation Learning,2025-08-12,Design/Engineering,identifier_title_label_only,not_published_here,included
PILOT000,pilot,AI adoption,arXiv,2505.07317,10.48550/arXiv.2505.07317,https://arxiv.org/abs/2505.07317,How Do Companies Manage the Environmental Sustainability of AI? An Interview Study About Green AI Efforts and Regulations,2025-05-12,Experimental,identifier_title_label_only,not_published_here,included
PILOT001,pilot,AI adoption,arXiv,2606.13734,10.48550/arXiv.2606.13734,https://arxiv.org/abs/2606.13734,AI Receptivity or AI Adoption Breadth? A Tool-Specific Reanalysis of the Lower-Literacy/Higher-Usage Link,2026-06-11,Experimental,identifier_title_label_only,not_published_here,included
PILOT002,pilot,AI adoption,arXiv,2510.15509,10.48550/arXiv.2510.15509,https://arxiv.org/abs/2510.15509,AI Adoption in NGOs: A Systematic Literature Review,2025-10-17,Review,identifier_title_label_only,not_published_here,included
PILOT003,pilot,AI adoption,arXiv,2509.04241,10.48550/arXiv.2509.04241,https://arxiv.org/abs/2509.04241,Would I regret being different? The influence of social norms on attitudes toward AI usage,2025-09-04,Experimental,identifier_title_label_only,not_published_here,included
PILOT004,pilot,AI adoption,arXiv,2606.13298,10.48550/arXiv.2606.13298,https://arxiv.org/abs/2606.13298,Mining Architectural Quality Under Agentic AI Adoption: A Causal Study of Java Repositories,2026-06-11,Conceptual,identifier_title_label_only,not_published_here,included
PILOT005,pilot,AI adoption,arXiv,2506.22440,10.48550/arXiv.2506.22440,https://arxiv.org/abs/2506.22440,From Model Design to Organizational Design: Complexity Redistribution and Trade-Offs in Generative AI,2025-06-10,Design/Engineering,identifier_title_label_only,not_published_here,included
PILOT006,pilot,AI adoption,arXiv,2509.15885,10.48550/arXiv.2509.15885,https://arxiv.org/abs/2509.15885,The Impact of AI Adoption on Retail Across Countries and Industries,2025-09-19,Experimental,identifier_title_label_only,not_published_here,included
PILOT007,pilot,AI adoption,arXiv,2602.02607,10.48550/arXiv.2602.02607,https://arxiv.org/abs/2602.02607,"The Innovation Tax: Generative AI Adoption, Productivity Paradox, and Systemic Risk in the U.S. Banking Sector",2026-02-02,Experimental,identifier_title_label_only,not_published_here,included
PILOT008,pilot,Computing education,arXiv,2506.21818,10.48550/arXiv.2506.21818,https://arxiv.org/abs/2506.21818,A systematic review of research on large language models for computer programming education,2025-04-13,Review,identifier_title_label_only,not_published_here,included
PILOT009,pilot,Computing education,arXiv,2410.16349,10.48550/arXiv.2410.16349,https://arxiv.org/abs/2410.16349,Large Language Models in Computer Science Education: A Systematic Literature Review,2024-10-21,Review,identifier_title_label_only,not_published_here,included
PILOT010,pilot,Computing education,arXiv,2404.13414,10.48550/arXiv.2404.13414,https://arxiv.org/abs/2404.13414,Evaluating the Effectiveness of LLMs in Introductory Computer Science Education: A Semester-Long Field Study,2024-04-20,Experimental,identifier_title_label_only,not_published_here,included
PILOT011,pilot,Computing education,arXiv,2605.04779,10.48550/arXiv.2605.04779,https://arxiv.org/abs/2605.04779,A meta-analysis of the effect of generative AI on productivity and learning in programming,2026-05-06,Review,identifier_title_label_only,not_published_here,included
PILOT012,pilot,Computing education,arXiv,2510.09677,10.48550/arXiv.2510.09677,https://arxiv.org/abs/2510.09677,AI in Computational Thinking Education in Higher Education: A Systematic Literature Review,2025-10-08,Review,identifier_title_label_only,not_published_here,included
PILOT013,pilot,Computing education,arXiv,2505.12018,10.48550/arXiv.2505.12018,https://arxiv.org/abs/2505.12018,A Human Study of Cognitive Biases in Web Application Security,2025-05-17,Design/Engineering,identifier_title_label_only,not_published_here,included
PILOT014,pilot,Computing education,arXiv,2310.12324,10.48550/arXiv.2310.12324,https://arxiv.org/abs/2310.12324,Opportunities for Adaptive Experiments to Enable Continuous Improvement in Computer Science Education,2023-10-18,Case Study,identifier_title_label_only,not_published_here,included
PILOT015,pilot,Computing education,arXiv,2203.16604,10.48550/arXiv.2203.16604,https://arxiv.org/abs/2203.16604,Understanding the role of single-board computers in engineering and computer science education: A systematic literature review,2022-03-30,Review,identifier_title_label_only,not_published_here,included
